id,title,abstract,publicationId,volume,issue,pages,year,month,location,citation,uploadedDate,enteredDate,enteredBy,pubMedId
AR00339,European Pentoxifylline Multi-Infarct Dementia Study.,"A double-blind, placebo-controlled, parallel-group, multicentre study was conducted to evaluate the efficacy of pentoxifylline (Trental) in patients with multi-infarct dementia (MID) according to DSM-III-R criteria. Men and women aged 45 years or older, w",PB180,36,5,315-21,1996,,,European Pentoxifylline Multi-Infarct Dementia Study.Eur Neurol. 1996;36(5):315-21.,,20070701,kathy,8864715
AR00340,Pentoxifylline inhibits acute HIV-1 replication in human T cells by a mechanism not involving inhibition of tumour necrosis factor synthesis or nuclear factor-kappa B activation.,"OBJECTIVE AND DESIGN: To study the in vitro activity of pentoxifylline (PTX), which may be of benefit in AIDS, on cell proliferation, tumour necrosis factor (TNF)-alpha, interferon (IFN)-gamma (a type 1 cytokine) and interleukin (IL)-10 (a type 2 cytokine",PB181,10,5,469-75,1996,5,,"Navarro J, Punz&#243;n MC, Pizarro A, Fern&#225;ndez-Cruz E, Fresno M, Mu&#241;oz-Fern&#225;ndez MAPentoxifylline inhibits acute HIV-1 replication in human T cells by a mechanism not involving inhibition of tumour necrosis factor synthesis or nuclear fact",,20070701,kathy,8724037
AR00341,Pentoxifylline and other protein kinase C inhibitors down-regulate HIV-LTR NF-kappa B induced gene expression.,"BACKGROUND: This investigation deals with the molecular mechanism of anti-human immunodeficiency virus type 1 (HIV-1) action of pentoxifylline (PTX) [1-(5'-oxohexyl)-3, 7-dimethylxanthine] a drug widely used for the treatment of conditions involving defec",PB182,1,1,31-43,1994,11,,"Biswas DK, Ahlers CM, Dezube BJ, Pardee AB.Pentoxifylline and other protein kinase C inhibitors down-regulate HIV-LTR NF-kappa B induced gene expression. Mol Med. 1994 Nov;1(1):31-43.",,20070701,kathy,8790599
AR01270,Valproic acid sensitizes chronic lymphocytic leukemia cells to apoptosis and restores the balance between pro- and antiapoptotic proteins.,"Chronic lymphocytic leukemia (CLL) is one of the most common leukemias in adults in the developed world. Despite significant advances in the treatment of cancer, CLL remains incurable. The main feature of the disease is the generation of circulating B-cel",PB182,14,1-2,20-7,2008,1,AR-20080207-50496.pdf,"Bokelmann I, Mahlknecht U.Valproic acid sensitizes chronic lymphocytic leukemia cells to apoptosis and restores the balance between pro- and antiapoptotic proteins. Mol Med. 2008 Jan-Feb;14(1-2):20-7.",20080207,20080207,kathy,17973028 
AR01806,Thalidomide treatment reduces tumor necrosis factor alpha production and enhances weight gain in patients with pulmonary tuberculosis.,"BACKGROUND: The monocyte-derived cytokine, tumor necrosis factor alpha (TNF alpha), is essential for host immunity, but overproduction of this cytokine may have serious pathologic consequences. Excess TNF alpha produced in pulmonary tuberculosis may cause",PB182,1,4,384-97,1995,5,AR-20081109-31697.pdf,"Tramontana JM, Utaipat U, Molloy A, Akarasewi P, Burroughs M, Makonkawkeyoon S, Johnson B, Klausner JD, Rom W, Kaplan G. Thalidomide treatment reduces tumor necrosis factor alpha production and enhances weight gain in patients with pulmonary tuberculosis.",20081109,20081109,kathy,8521296
AR00342,Pentoxifylline in cerebrovascular dementia.,"OBJECTIVE: To test the effect of pentoxifylline, a hemorheologic agent used to treat intermittent claudication, on the course of vascular dementia. DESIGN: Randomized, double-blind, placebo-controlled, parallel group trial. SETTING: Outpatient tertiary ca",PB183,40,3,237-44,1992,3,,"Black RS, Barclay LL, Nolan KA, Thaler HT, Hardiman ST, Blass JP.Pentoxifylline in cerebrovascular dementia.J Am Geriatr Soc. 1992 Mar;40(3):237-44.",,20070701,kathy,1538042
AR00356,Treatment of vasculogenic sexual dysfunction with pentoxifylline.,"OBJECTIVE: To evaluate the use of pentoxifylline to treat impotence in men with mild to moderate penile vascular insufficiency. DESIGN: Double-blind randomized clinical trial. SETTING: Sexual Dysfunction Clinic at VA Medical Center, Sepulveda, CA. PARTICI",PB183,41,4,363-6,1993,4,,"Korenman SG, Viosca SP.Treatment of vasculogenic sexual dysfunction with pentoxifylline.J Am Geriatr Soc. 1993 Apr;41(4):363-6",,20070703,kathy,8463520
AR01032,"A randomized, controlled trial of doxycycline and rifampin for patients with Alzheimer's disease.","OBJECTIVES: To assess whether doxycycline and rifampin have a therapeutic role in patients with Alzheimer's disease (AD). DESIGN: Randomized, triple-blind, controlled trial. SETTING: Three tertiary care and two community geriatric clinics in Canada. PARTI",PB183,52,3,381-7,2004,3,,"Loeb MB, Molloy DW, Smieja M, Standish T, Goldsmith CH, Mahony J, Smith S, Borrie M, Decoteau E, Davidson W, McDougall A, Gnarpe J, O'DONNell M, Chernesky M. A randomized, controlled trial of doxycycline and rifampin for patients with Alzheimer's disease.",,20071226,kathy,14962152
AR00343,"Systemic treatment of venous leg ulcers with high doses of pentoxifylline: efficacy in a randomized, placebo-controlled trial.",Several small studies have indicated that the systemic administration of pentoxifylline may accelerate healing of venous leg ulcers. The goal of this study was to further evaluate these findings in a larger scale placebo controlled trial and to explore th,PB184,7,4,208-13,1999,7,,"Falanga V, Fujitani RM, Diaz C, Hunter G, Jorizzo J, Lawrence PF, Lee BY, Menzoian JO, Tretbar LL, Holloway GA, Hoballah J, Seabrook GR, McMillan DE, Wolf W.Systemic treatment of venous leg ulcers with high doses of pentoxifylline: efficacy in a randomize",,20070701,kathy,10781212
AR00344,"Treatment of venous ulcers with pentoxifylline: a 12-month, double-blind, placebo controlled trial. Microcirculation and healing.","The aim of this study was the evaluation of the treatment of venous ulcers with pentoxifylline (PXF) in 12 months. This double-blind, placebo-controlled trial was conducted in GCP. Patients were included after consent and randomized for PXF (400 mg three ",PB185,53,Suppl 1,S49-51,2002,1,,"De Sanctis MT, Belcaro G, Cesarone MR, Ippolito E, Nicolaides AN, Incandela L, Geroulakos G.Treatment of venous ulcers with pentoxifylline: a 12-month, double-blind, placebo controlled trial. Microcirculation and healing. Angiology. 2002 Jan-Feb;53 Suppl ",,20070702,kathy,11865837
AR01079,Hemodynamic benefits of matrix metalloproteinase-9 inhibition by doxycycline during experimental acute pulmonary embolism.,The authors examined whether acute pulmonary embolism (APE) increases lung matrix metalloproteinase (MMP)-2 and MMP-9 activities and whether inhibition of MMPs with doxycycline attenuates the hemodynamic changes associated with APE. Anesthetized male Wist,PB185,56,5,611-7,2005,9,,"Palei AC, Zaneti RA, Fortuna GM, Gerlach RF, Tanus-Santos JE.Hemodynamic benefits of matrix metalloproteinase-9 inhibition by doxycycline during experimental acute pulmonary embolism. Angiology. 2005 Sep-Oct;56(5):611-7.",,20071227,kathy,16193201
AR01390,Skin blood flow and current perception in pentoxifylline-treated diabetic neuropathy.,"There are several anecdotal reports of improvement in diabetic sensory neuropathy following a course of pentoxifylline therapy. Pentoxifylline theoretically could improve skin blood flow, thus reducing ischemia at axonal endings. The authors used laser Do",PB185,43,10,843-51,1992,10,,"Rendell M, Bamisedun O.Skin blood flow and current perception in pentoxifylline-treated diabetic neuropathy. Angiology. 1992 Oct;43(10):843-51.",,20080312,kathy,1476272
AR01391,Treatment of diabetic neuropathy with pentoxifylline: case report.,"Diabetic neuropathy includes a heterogenous group of neuropathic syndromes associated with diabetes mellitus. One form of diabetic neuropathy is distal symmetric polyneuropathy, which is characterized at a late stage by intractable pain. This pain is gene",PB185,39,4,371-4,1988,4,,"Kalmansohn RB, Kalmansohn RW, Markham CH, Schiff DL.Treatment of diabetic neuropathy with pentoxifylline: case report. Angiology. 1988 Apr;39(4):371-4.",,20080312,kathy,3364803
AR00345,Treatment of homozygous sickle cell disease with pentoxifylline.,"This case report describes the sustained symptomatic and hematologic improvement in a 21-year-old woman with homozygous sickle cell (ss) disease during treatment with pentoxifylline, 400 mg three times daily after meals. Pain crises decreased from six to ",PB186,91,8,466-70,1999,8,,Sacerdote A.Treatment of homozygous sickle cell disease with pentoxifylline.J Natl Med Assoc. 1999 Aug;91(8):466-70.,,20070702,kathy,12656436
AR00346,Placebo controlled double-blind study of pentoxifylline in sickle cell disease patients.,"Sixty patients (37 males, 23 females, age range 7 to 34 years) suffering from sickle cell disease were treated with pentoxifylline (1200 mg/day per os, Trental 400 t.i.d.) or placebo in a double-blind randomized study of six week duration. Observation of ",PB187,18,5-6,277-91,1987,,,Manrique RV. Placebo controlled double-blind study of pentoxifylline in sickle cell disease patients.J Med. 1987;18(5-6):277-91.,,20070702,kathy,3333162
AR00347,Effect of pentoxifylline on graft function of renal transplant recipients complicated with chronic allograft nephropathy.,"BACKGROUND: Chronic allograft nephropathy (CAN) is characterized by a progressive deterioration of renal function with various degrees ofproteinuria. Currently, there is no effective treatment despite the introduction of new generations of immunosuppressa",PB188,67,3,157-63,2007,3,,"Shu KH, Wu MJ, Chen CH, Cheng CH, Lian JD, Lu YS.Effect of pentoxifylline on graft function of renal transplant recipients complicated with chronic allograft nephropathy. Clin Nephrol. 2007 Mar;67(3):157-63.",,20070702,kathy,17390740 
AR00348,"Effects of pentoxifylline on the urinary protein excretion profile of type 2 diabetic patients with microproteinuria: a double-blind, placebo-controlled randomized trial.",AIMS: The purpose of this study was to identify the effect of pentoxifylline on the urinary protein excretion profile in type 2 diabetic patients. METHODS: 40 type 2 nonhypertensive diabetic patients were randomly allocated to receive either pentoxifyllin,PB188,66,1,3-10,2006,7,,"Rodriguez-Mor&#225;n M, Gonz&#225;lez-Gonz&#225;lez G, Berm&#250;dez-Barba MV, Medina de la Garza CE, Tamez-P&#233;rez HE, Mart&#237;nez-Mart&#237;nez FJ, Guerrero-Romero F.Effects of pentoxifylline on the urinary protein excretion profile of type 2 diabe",,20070702,kathy,16878429 
AR00609,Dipyridamole for renal phosphate leak in successfully renal transplanted hypophosphatemic patients,"AIM AND BACKGROUND: Hyphosphatemia can be seen in renal transplant recipients. Hyperparathyroidism, glucocorticoid treatment, renal denervation and impairment of renal tubular phosphate reabsorption are the most common causes of hyphosphatemia in these pa",PB188,63,2,87-91,2005,2,,"Balal M, Paydas S, Seyrek N, Sertdemir Y, Karayaylali I. Dipyridamole for renal phosphate leak in successfully renal transplanted hypophosphatemic patients.Clin Nephrol. 2005 Feb;63(2):87-91. ",,20070910,kathy,15732176
AR01555,Dipyridamole reduces urinary albumin excretion in diabetic patients with normo- or microalbuminuria.,"The effect of 150 mg/day dipyridamole p.o. on urinary albumin excretion (UAE) was studied in 48 patients with diabetes mellitus without clinically discernible nephropathy. In 42 patients who were followed at an outpatient clinic, albumin/creatinine ratio ",PB188,33,3,130-5,1990,3,,"Aizawa T, Suzuki S, Asawa T, Komatsu M, Shigematsu S, Okada N, Katakura M, Hiramatsu K, Shinoda T, Hashizume K, et al. Dipyridamole reduces urinary albumin excretion in diabetic patients with normo- or microalbuminuria. Clin Nephrol. 1990 Mar;33(3):130-5",,20080427,kathy,2182231
AR00349,Urinary protein excretion and serum tumor necrosis factor in diabetic patients with advanced renal failure: effects of pentoxifylline administration.,"In 24 diabetic patients with advanced renal failure (creatinine clearance [C(Cr)] < 35 mL/min), we prospectively studied serum tumor necrosis factor-alpha (TNF-alpha) levels, the possible relationship with urinary protein excretion, and the effects of pen",PB189,33,3,458-63,1999,3,,"Navarro JF, Mora C, Rivero A, Gallego E, Chahin J, Mac&#237;a M, M&#233;ndez ML, Garc&#237;a J.Urinary protein excretion and serum tumor necrosis factor in diabetic patients with advanced renal failure: effects of pentoxifylline administration.Am J Kidney",,20070702,kathy,10070909
AR01065,Doxycycline decreases proteinuria in glomerulonephritis.,"Treatment options for crescentic glomerulonephritis include the use of steroids, cytotoxic therapy, and, in severe cases, intravenous immunoglobulins and plasmapheresis. Injury and lysis of capillary glomerular basement membrane, which is made up of type ",PB189,42,2,376-80,2003,8,,Ahuja TS. Doxycycline decreases proteinuria in glomerulonephritis. Am J Kidney Dis. 2003 Aug;42(2):376-80. ,,20071227,kathy,12900822
AR01573,Long-term treatment with either enalapril or nitrendipine stabilizes albuminuria and increases glomerular filtration rate in non-insulin-dependent diabetic patients.,The effect of short- (98 days) and long-term (1 year) treatment with nitrendipine (10 to 40 mg/d) and enalapril (5 to 20 mg/d) on kidney function was studied prospectively in a parallel group design in 16 microalbuminuric non-insulin-dependent diabetic pa,PB189,24,5,753-61,1994,11,,"Ruggenenti P, Mosconi L, Bianchi L, Cortesi L, Campana M, Pagani G, Mecca G, Remuzzi G. Long-term treatment with either enalapril or nitrendipine stabilizes albuminuria and increases glomerular filtration rate in non-insulin-dependent diabetic patients. A",,20080427,kathy,7977316 
AR01575,Nephroprotective effects of nitrendipine in hypertensive type I and type II diabetic patients.,"Hypertension is significantly involved in the progression of diabetic nephropathy and in the development of end stage renal disease in both type I and type II diabetes mellitus. We have investigated whether long-term monotherapy with a calcium antagonist,",PB189,21,6 Suppl 3,53-64,1993,6,,"Bretzel RG, Bollen CC, Maeser E, Federlin KF.Nephroprotective effects of nitrendipine in hypertensive type I and type II diabetic patients. Am J Kidney Dis. 1993 Jun;21(6 Suppl 3):53-64.",,20080427,kathy,8503436
AR01578,"Effects of pentoxifylline administration on urinary N-acetyl-beta-glucosaminidase excretion in type 2 diabetic patients: a short-term, prospective, randomized study.","BACKGROUND: Tubulointerstitial injury is a major feature of diabetic nephropathy and an important predictor of renal dysfunction. In 45 patients with type 2 diabetes mellitus (DM), we prospectively analyzed urinary excretion of N-acetyl-beta-glucosaminida",PB189,42,2,264-70,2003,8,,"Navarro JF, Mora C, Muros M, Maca M, Garca J.Effects of pentoxifylline administration on urinary N-acetyl-beta-glucosaminidase excretion in type 2 diabetic patients: a short-term, prospective, randomized study. Am J Kidney Dis. 2003 Aug;42(2):264-70.",,20080428,kathy,12900807
AR01738,Urinary protein excretion and serum tumor necrosis factor in diabetic patients with advanced renal failure: effects of pentoxifylline administration.,"In 24 diabetic patients with advanced renal failure (creatinine clearance [C(Cr)] < 35 mL/min), we prospectively studied serum tumor necrosis factor-alpha (TNF-alpha) levels, the possible relationship with urinary protein excretion, and the effects of pen",PB189,33,3,458-63,1999,3,,"Navarro JF, Mora C, Rivero A, Gallego E, Chahin J, Mac&#237;a M, M&#233;ndez ML, Garc&#237;a J. Urinary protein excretion and serum tumor necrosis factor in diabetic patients with advanced renal failure: effects of pentoxifylline administration. Am J Kidn",,20080915,kathy,10070909
AR00034,Cisplatin-induced antitumor activity is potentiated by the soy isoflavone genistein in BxPC-3 pancreatic tumor xenografts.,BACKGROUND: The activation of nuclear factor kappaB (NF-kappaB) contributes to drug resistance in pancreatic carcinoma. The authors previously showed that the soy isoflavone genistein down-regulates the activation of NF-kappaB in many carcinoma cell lines,PB19,106,6,1260-8,2006,3,, Cancer. 2006 Mar 15;106(6):1260-8.,,20070224,kathy,
AR00131,"The effect of menatetrenone, a vitamin K2 analog, on disease recurrence and survival in patients with hepatocellular carcinoma after curative treatment: a pilot study","BACKGROUND: The high recurrence rate of hepatocellular carcinoma (HCC) determines the long-term prognosis for patients with HCC. In the current study, the authors tested the effects of menatetrenone, a vitamin K2 analog, on recurrent HCC and survival afte",PB19,106,4,867-72,2006,2,,Cancer. 2006 Feb 15;106(4):867-72.,,20070320,kathy,16400650
AR00147,Human ovarian carcinoma cells: histone deacetylase inhibitors exhibit antiproliferative activity and potently induce apoptosis,"BACKGROUND: Histone deacetylase inhibitors (HDACIs) can inhibit proliferation, stimulate apoptosis, and induce cell cycle arrest in malignant cells. METHODS: The authors investigated the effects of four HDACIs on nine ovarian carcinoma cell lines in vitro",PB19,101,12,2760-70,2004,12,,Cancer. 2004 Dec 15;101(12):2760-70.,,20070321,kathy,15536623
AR01111,"Subcutaneous heparin treatment increases survival in small cell lung cancer. ""Petites Cellules"" Group.","BACKGROUND. A positive influence of anticoagulant treatment in small cell lung cancer (SCLC) has been suggested by experimental and clinical data. METHODS. In a multicenter clinical trial, 277 patients with SCLC were randomized either to receive or not to",PB19,74,1,38-45,1994,7,,"Lebeau B, Chastang C, Brechot JM, Capron F, Dautzenberg B, Delaisements C, Mornet M, Brun J, Hurdebourcq JP, Lemarie E. Subcutaneous heparin treatment increases survival in small cell lung cancer. ""Petites Cellules"" Group.Cancer. 1994 Jul 1;74(1):38-45.",,20080107,kathy,8004580
AR01118,"Subcutaneous heparin treatment increases survival in small cell lung cancer. ""Petites Cellules"" Group.","BACKGROUND. A positive influence of anticoagulant treatment in small cell lung cancer (SCLC) has been suggested by experimental and clinical data. METHODS. In a multicenter clinical trial, 277 patients with SCLC were randomized either to receive or not to",PB19,74,1,38-45,1994,7,,"Lebeau B, Chastang C, Brechot JM, Capron F, Dautzenberg B, Delaisements C, Mornet M, Brun J, Hurdebourcq JP, Lemarie E. Subcutaneous heparin treatment increases survival in small cell lung cancer. ""Petites Cellules"" Group. Cancer. 1994 Jul 1;74(1):38-45.",,20080113,kathy,8004580
AR01138,Low dose octreotide and tamoxifen in the treatment of adenocarcinoma of the pancreas.,"BACKGROUND. Data from experimental studies suggest that a combination of octreotide, the long acting somatostatin analogue, octreotide, and tamoxifen improves the survival of animals with pancreatic cancer. METHODS. Twelve patients with a tissue diagnosis",PB19,75,1,23-8,1995,1,,"Rosenberg L, Barkun AN, Denis MH, Pollak M.Low dose octreotide and tamoxifen in the treatment of adenocarcinoma of the pancreas. Cancer. 1995 Jan 1;75(1):23-8.",,20080113,kathy,7804972 
AR01143,Survival benefit of tamoxifen therapy in adenocarcinoma of pancreas. A case-control study.,BACKGROUND. Clinical data suggest tamoxifen may improve the survival of patients with unresectable ductal adenocarcinoma of pancreas. METHODS. Eighty patients (50 women and 30 men) with biopsy-documented unresectable or incompletely resected ductal adenoc,PB19,71,7,2200-3,1993,4,,"Wong A, Chan A.Survival benefit of tamoxifen therapy in adenocarcinoma of pancreas. A case-control study. Cancer. 1993 Apr 1;71(7):2200-3.",,20080113,kathy,8384066
AR01171,Remission of rapidly growing desmoid tumors after tamoxifen therapy.,A patient is described with Gardner's syndrome manifested initially by an extra-abdominal desmoid which was resected. The case was complicated by metastatic adenocarcinoma of the colon and recurrence of several large painful desmoid lesions. In view of th,PB19,52,12,2201-4,1983,12,,"Kinzbrunner B, Ritter S, Domingo J, Rosenthal CJ.Remission of rapidly growing desmoid tumors after tamoxifen therapy. Cancer. 1983 Dec 15;52(12):2201-4.",,20080128,kathy,6640490
AR01192,"High dose tamoxifen plus cisplatin and etoposide in the treatment of patients with advanced, inoperable nonsmall cell lung carcinoma",BACKGROUND: Tamoxifen sensitizes cancer cells to chemotherapeutic agents. High dose tamoxifen has been tested in the treatment of patients with melanoma and other cancers. The authors conducted a Phase II study of high dose tamoxifen plus cisplatin and et,PB19,86,3,415-20,1999,8,AR-20080128-31241.pdf,"Yang CH, Cheng AL, Yeh KH, Yu CJ, Lin JF, Yang PC. High dose tamoxifen plus cisplatin and etoposide in the treatment of patients with advanced, inoperable nonsmall cell lung carcinoma. Cancer. 1999 Aug 1;86(3):415-20.",20080128,20080128,kathy,10430249
AR01196,Paclitaxel and tamoxifen: An active regimen for patients with metastatic melanoma.,"BACKGROUND: In early trials of paclitaxel administered as a 24-hour infusion, an overall response rate of 16% was reported for patients with metastatic melanoma. Paclitaxel is a natural product-based agent and is thus subject to the problem of multidrug r",PB19,88,1,79-87,2000,1,AR-20080128-32839.pdf,"Nathan FE, Berd D, Sato T, Mastrangelo MJ.Paclitaxel and tamoxifen: An active regimen for patients with metastatic melanoma. Cancer. 2000 Jan 1;88(1):79-87.",20080128,20080128,kathy,10618609 
AR00350,Pentoxifylline improves hemoglobin levels in patients with erythropoietin-resistant anemia in renal failure.,"It was hypothesized that pentoxifylline might improve the response to recombinant human erythropoietin (rh-Epo) in anemic renal failure patients. Sixteen patients with ESRD and rh-Epo-resistant anemia, defined by a hemoglobin of <10.7 g/dl for 6 mo before",PB190,15,7,1877-82,2004,7,AR-20070702-31087.pdf,"Cooper A, Mikhail A,, Lethbridge MW, Kemeny DM, Macdougall IC.Pentoxifylline improves hemoglobin levels in patients with erythropoietin-resistant anemia in renal failure.J Am Soc Nephrol. 2004 Jul;15(7):1877-82.",20070702,20070702,kathy,15213276
AR00610,Dipyridamole decreases renal phosphate leak and augments serum phosphorus in patients with low renal phosphate threshold.,It has been shown that an acute infusion of dipyridamole increased renal phosphate reabsorption in rats and humans. A prospective study was performed to determine whether chronic treatment by dipyridamole given orally could decrease renal phosphate leak a,PB190,9,7,1264-9,1998,7,,"Pri&eacute; D, Blanchet FB, Essig M, Jourdain JP, Friedlander G. Dipyridamole decreases renal phosphate leak and augments serum phosphorus in patients with low renal phosphate threshold. J Am Soc Nephrol. 1998 Jul;9(7):1264-9",,20070910,kathy,9644637
AR01110,Partial neutralization of the acidogenic Western diet with potassium citrate increases bone mass in postmenopausal women with osteopenia.,"Chronic acid loads are an obligate consequence of the high animal/grain protein content of the Western diet. The effect of this diet-induced metabolic acidosis on bone mass is controversial. In a randomized, prospective, controlled, double-blind trial, 16",PB190,17,11,3213-22,2006,11,AR-20080106-32385.pdf,"Jehle S, Zanetti A, Muser J, Hulter HN, Krapf R.Partial neutralization of the acidogenic Western diet with potassium citrate increases bone mass in postmenopausal women with osteopenia.  J Am Soc Nephrol. 2006 Nov;17(11):3213-22.",20080106,20080106,kathy,17035614
AR01550,Danaparoid sodium lowers proteinuria in diabetic nephropathy.,"Diabetic nephropathy is a progressive renal disease with thickening of the glomerular basement membrane and mesangial expansion and proliferation as histological hallmarks. The presence of the glycosaminoglycan side chains of heparan sulfate proteoglycan,",PB190,8,3,456-62,1997,3,AR-20080427-15582.pdf,"van der Pijl JW, van der Woude FJ, Geelhoed-Duijvestijn PH, Fr&#246;lich M, van der Meer FJ, Lemkes HH, van Es LA.Danaparoid sodium lowers proteinuria in diabetic nephropathy. J Am Soc Nephrol. 1997 Mar;8(3):456-62.",20080427,20080427,kathy,9071714 
AR01616,Spironolactone prevents diabetic nephropathy through an anti-inflammatory mechanism in type 2 diabetic rats.,Aldosterone induces myocardial fibrosis and vascular inflammation via proinflammatory and profibrotic cytokines. The effect of spironolactone on renal inflammation and renal function was investigated in type 2 diabetic rats. For define the molecular mecha,PB190,17,5,1362-72,2006,5,AR-20080429-21786.pdf,"Han SY, Kim CH, Kim HS, Jee YH, Song HK, Lee MH, Han KH, Kim HK, Kang YS, Han JY, Kim YS, Cha DR. Spironolactone prevents diabetic nephropathy through an anti-inflammatory mechanism in type 2 diabetic rats.  J Am Soc Nephrol. 2006 May;17(5):1362-72.",20080429,20080429,kathy,16571782 
AR01625,Oral sulodexide reduces albuminuria in microalbuminuric and macroalbuminuric type 1 and type 2 diabetic patients: the Di.N.A.S. randomized trial.,"Diabetic nephropathy may be effectively prevented and treated by controlling glycemia and administering angiotensin-converting enzyme (ACE) inhibitors. However, strict metabolic control can be difficult, and ACE inhibitors may be poorly tolerated and only",PB190,13,6,1615-25,2002,6,AR-20080429-26884.pdf,"Gambaro G, Kinalska I, Oksa A, Pont'uch P, Hertlov&#225; M, Olsovsky J, Manitius J, Fedele D, Czekalski S, Perusicov&#225; J, Skrha J, Taton J, Grzeszczak W, Crepaldi G. Oral sulodexide reduces albuminuria in microalbuminuric and macroalbuminuric type 1 a",20080429,20080429,kathy,12039991
AR01726,"Additive antiproteinuric effect of pentoxifylline in patients with type 2 diabetes under angiotensin II receptor blockade: a short-term, randomized, controlled trial.","Despite the beneficial effects of blockade of the renin-angiotensin system in diabetic nephropathy (DN), albuminuria and progression of renal disease are not completely halted by these agents. Therefore, it is necessary to explore potential antiproteinuri",PB190,16,7,2119-26,2005,7,AR-20080915-28947.pdf,"Navarro JF, Mora C, Muros M, Garc&#237;a J. Additive antiproteinuric effect of pentoxifylline in patients with type 2 diabetes under angiotensin II receptor blockade: a short-term, randomized, controlled trial. J Am Soc Nephrol. 2005 Jul;16(7):2119-26.",20080915,20080915,kathy,15917336
AR00351,Common Blood Pressure Drug Reduces Progressive Muscle Degeneration in Mice,"Losartan, an anti-hypertensive, was found to improve muscle regeneration and repair in mice with Duchenne muscular dystrophy (DMD).  The disease has been found to be the result of excessive activity of TGF-beta in muscle.  Excessive TGF-beta limits muscle",PB191,,,,2007,2,AR-20070702-84082.doc,"NIH News, February 2, 2007.",20070702,20070702,kathy,
AR00352,Pentoxifylline in prevention of radiation-induced lung toxicity in patients with breast and lung cancer: a double-blind randomized trial.,PURPOSE: Pentoxifylline (Ptx) is thought to be helpful in preventing radiotoxicity by inhibiting platelet aggregation and tumor necrosis factor. We assessed whether prophylactic use of Ptx could prevent early and late normal lung tissue damage due to radi,PB192,58,1,213-9,2004,1,,"Ozturk B, Egehan I, Atavci S, Kitapci M.Pentoxifylline in prevention of radiation-induced lung toxicity in patients with breast and lung cancer: a double-blind randomized trial.Int J Radiat Oncol Biol Phys. 2004 Jan 1;58(1):213-9.",,20070702,kathy,14697441
AR00367,The effects of pentoxifylline on the survival of human glioma cells with continuous and intermittent stereotactic radiosurgery irradiation.,"PURPOSE: In linac-based stereotactic radiosurgery, treatment is delivered intermittently via multiple individual small radiotherapy arcs. The time lapses between the individual arcs permit greater damage repair and increased tumor cell survival in compari",PB192,54,2,542-50,2002,10,,"Eley KW, Benedict SH, Chung TD, Kavanagh BD, Broaddus WC, Schmidt-Ullrich RK, Lin PS.The effects of pentoxifylline on the survival of human glioma cells with continuous and intermittent stereotactic radiosurgery irradiation.Int J Radiat Oncol Biol Phys. 2",,20070705,kathy,12243834
AR00498,Rectal bleeding and its management after irradiation for uterine cervical cancer.,PURPOSE: To present an evaluation of the risk factors of radiation-induced rectal bleeding and discuss its optimal management in patients with cancer of the cervix. METHODS AND MATERIALS: A total of 213 patients treated with radiotherapy (RT) alone were i,PB192,58,1,98-105,2004,1,,"Chun M, Kang S, Kil HJ, Oh YT, Sohn JH, Ryu HS.  Rectal bleeding and its management after irradiation for uterine cervical cancer. Int J Radiat Oncol Biol Phys. 2004 Jan 1;58(1):98-105",,20070820,kathy,14697426
AR00575,Administration of the peroxisomal proliferator-activated receptor gamma agonist pioglitazone during fractionated brain irradiation prevents radiation-induced cognitive impairment.,PURPOSE: We hypothesized that administration of the anti-inflammatory peroxisomal proliferator-activated receptor gamma (PPARgamma) agonist pioglitazone (Pio) to adult male rats would inhibit radiation-induced cognitive impairment. METHODS AND MATERIALS: ,PB192,67,1,6-9,2007,1,,"Zhao W, Payne V, Tommasi E, Diz DI, Hsu FC, Robbins ME. Administration of the peroxisomal proliferator-activated receptor gamma agonist pioglitazone during fractionated brain irradiation prevents radiation-induced cognitive impairment. Int J Radiat Oncol ",,20070905,kathy,17189061
AR01822,Curcumin protects against radiation-induced acute and chronic cutaneous toxicity in mice and decreases mRNA expression of inflammatory and fibrogenic cytokines.,"PURPOSE: To determine whether curcumin ameliorates acute and chronic radiation skin toxicity and to examine the expression of inflammatory cytokines (interleukin [IL]-1, IL-6, IL-18, IL-1Ra, tumor necrosis factor [TNF]-alpha, and lymphotoxin-beta) or fibr",PB192,65,3,890-8,2006,7,,"Okunieff P, Xu J, Hu D, Liu W, Zhang L, Morrow G, Pentland A, Ryan JL, Ding I. Curcumin protects against radiation-induced acute and chronic cutaneous toxicity in mice and decreases mRNA expression of inflammatory and fibrogenic cytokines. Int J Radiat On",,20081111,kathy,16751071
AR00354,Oxypentifylline in the management of recurrent aphthous oral ulcers: an open clinical trial.,OBJECTIVE: The purpose of this study was to determine the efficacy of oxypentifylline in the treatment of recurrent oral aphthous ulcers and to compare the results with those of previous studies. STUDY DESIGN: A 6-week open trial and a patient survey rega,PB193,87,5,564-7,1999,5,,"Chandrasekhar J, Liem AA, Cox NH, Paterson AW.Oxypentifylline in the management of recurrent aphthous oral ulcers: an open clinical trial.Oral Surg Oral Med Oral Pathol Oral Radiol Endod. 1999 May;87(5):564-7.",,20070703,kathy,10348513 
