id,subject,details,sourceId,ComArtId,ComSourceId,diseaseId,modalityId,ComPathID,ComCatID,ComUserID,level,ComPathReg,isClinical,isVivo,isVitro,enteredDate,enteredBy
584,Amitriptyline helps interstitial cystitis,"94 pts received amitriptyline,mean dose of 55mg qhs. The response rate was 64%. SE occurred in 84%, including dry mouth and weight gain. Patient overall satisfaction was excellent or good in 46%.  Improvement in the various IC symptoms was statistically s",AR00470,AR00470,0,DS164,MO176,,CT24,Kathy,2,0,TRUE,FALSE,FALSE,20070812,kathy
585,Amitriptyline good for interstitial cystitis,"50 pts with IC received either amitriptyline or placebo x 4 mo self titrated in 25mg increments qwk, max 100mg. Mean Sx score decreased from 26.9 to 18.5 in the treated grp compared with 27.6 to 24.1 in the placebo grp (p = 0.005). Pain and urgency intens",AR00471,AR00471,0,DS164,MO176,,CT24,Kathy,2,0,TRUE,FALSE,FALSE,20070812,kathy
586,Amitriptyline effective in IBS,"Randomized double-blind placebo-controlled trial with 40 pts with IBS who received 25 mg amitriptyline during W1, 50 mg during W2 and 75 mg qhs thereafter until the end of the 12th wk or placebo. Amitriptyline was found to be significantly more effective ",AR00473,AR00473,0,DS63,MO176,,CT8,Kathy,2,0,TRUE,FALSE,FALSE,20070813,kathy
587,Amitriptyline helps functional dyspepsia,"Randomized functional dyspepsia pts received famotidine or  mosapride citrate x 4 wks. When Sx were not relieved, patients received amitriptyline 30 mg/day or no medication x 4 wks randomly. Patients who had depression in psychological test were omitted. ",AR00474,AR00474,0,DS165,MO176,,CT8,Kathy,1,0,TRUE,FALSE,FALSE,20070813,kathy
588,Amitriptyline for vomiting,"30 yo man with a 10-yr hx of recurrent, stereotypic episodes of incapacitating nausea and vomiting. Metoclopramide was not effective, and ondansetron was only partially effective. Work up was negative. Diagnosed with cyclic vomiting syndrome.  Rx's with a",AR00475,AR00475,0,DS166,MO176,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070813,kathy
589,Amitriptyline helps fecal incontinence,"An open study with 18 pts with fecal incontinence treated with amitriptyline 20 mg qd x 4 wks and 24 control pts. 89% of treated grp showed improvement in incontinence scores, decreased number of bowel movements per day (P < 0.001),decreased frequency and",AR00476,AR00476,0,DS167,MO176,,CT8,Kathy,2,0,TRUE,FALSE,FALSE,20070813,kathy
590,Amitriptyline helps chronic cough,"28 pts with postviral vagal neuropathy. All pts had been tried on PPIs, had a negative CXR, nonsmokers, no asthma, none on ACE inhibitors. Randomized to either 10 mg amitriptyline qhs or codeine/guaifenesin q6h while awake. Amitriptyline was found to be a",AR00477,AR00477,0,DS168,MO176,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070813,kathy
591,Amitriptyline effective in chronic cough,"12 pts with a chronic, nonproductive cough lasting 2 months to 20 yrs without known cause received amitriptyline 10mg qd. All pts had at least 40% reduction of self-reported symptoms, with most describing between 75% to 100% short-term relief.",AR00478,AR00478,0,DS168,MO176,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070813,kathy
592,Amitriptyline helps phantom limb pain,"94 Rx-naive limb amputees with phantom pain received either tramadol, placebo or amitriptyline x 1 mo. After 1 mo, mean phantom pain intensity was 1 in the 48 tramadol responders (mean dose, 448 mg), 0 in the 40 amitriptyline responders (55 mg), and 0 in ",AR00479,AR00479,0,DS119,MO176,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070813,kathy
593,Amitriptyline helps phantom limb pain,"94 Rx-naive limb amputees with phantom pain received either tramadol, placebo or amitriptyline x 1 mo. After 1 mo, mean phantom pain intensity was 1 in the 48 tramadol responders (mean dose, 448 mg), 0 in the 40 amitriptyline responders (55 mg), and 0 in ",AR00479,AR00479,0,DS119,MO179,,CT11,Kathy,1,0,TRUE,FALSE,FALSE,20070813,kathy
594,Amitriptyline helps facial pain,"16 pts with atypical facial pain were treated with amitriptyline and were followed for up to 12 mo. Pain was reduced at the first month (p<0.05). All patients, except one, were pain-free at 12 months. It was statistically significant in achieving pain rel",AR00480,AR00480,0,DS119,MO176,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070813,kathy
595,Amitriptyline helps chronic pain,"85 pts with chronic non-malignant pain were included in a double-blind treatment regime with four doses of amitriptyline (10, 25, 50 or 100 mg). 25 mg amitriptyline had a good analgesic and sleep regulatory effect. The four different doses of amitriptylin",AR00481,AR00481,0,DS119,MO176,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070813,kathy
596,Sucralfate helps aphthous stomatitis,Pilot study testing the efficacy and tolerability of sucralfate 20% susp and 1 g chewable tabs in 28 pts with recurrent aphthous stomatitis or with burning mouth syndrome. Recurrent aphthous stomatitis pts showed improvement in 71.4% and 42.8% respectivel,AR00482,AR00482,0,DS138,MO180,,CT20,Kathy,2,0,TRUE,FALSE,FALSE,20070819,kathy
597,Sucralfate effective in NSAID induced gastric ulcer,"Randomized, double-blind, placebo-controlled, multicenter study   of sucralfate susp in treating gastric mucosal lesions caused by long-term treatment with NSAIDs. Pts randomized to 2 g (10 mL) of sucralfate susp or placebo bid x 6 wks. NSAIDs given per e",AR00483,AR00483,0,DS59,MO180,,CT8,Kathy,2,0,TRUE,FALSE,FALSE,20070819,kathy
598,Sucralfate protects against ASA induced ulcer,"12 healthy male vol with no Hx of GI dz randomly assigned to placebo or sucralfate. As determined by endoscopic studies, 8 of 12 subjects on sucralfate experienced complete protection; 3 were partially protected. Measurement of salicylate levels showed no",AR00484,AR00484,0,DS59,MO180,,CT8,Kathy,2,0,TRUE,FALSE,FALSE,20070819,kathy
599,XRT mucositis prevented by sucralfate,"Double-blind, placebo-controlled, randomized, prospective trial, 28 pts with H&N ca randomized to either sucralfate mouthwash or placebo during XRT. All pts developed varying degrees of XRT mucositis. Sucralfate grp had significantly lower degree of mucos",AR00485,AR00485,0,DS169,MO180,,CT20,Kathy,2,0,TRUE,FALSE,FALSE,20070819,kathy
600,Sucralfate protects against mucositis,Double blind randomized study Rx with sucralfate was started 1d before Ca RX for BMT.  Severe mucositis was more frequent in the placebo group than in the sucralfate group (47% vs. 29%). Pts receiving sucralfate also showed less diarrhea (25% vs. 53%).,AR00486,AR00486,0,DS169,MO180,,CT20,Kathy,2,0,TRUE,FALSE,FALSE,20070819,kathy
601,Sucralfate helps recurrent stomatitis,"Prospective randomized, double-blind, placebo-controlled, cross-over clinical trial with 21 pts with recurrent aphthous stomatitis, unresponsive to conventional treatment.  Pts received susp of sucralfate, antacid or placebo for 2 yrs. Sucralfate was foun",AR00487,AR00487,0,DS138,MO180,,CT20,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
602,Sucralfate enema helps proctitis,"60 pts with UC proctitis were randomized to receive either sucralfate enemas (20 g/100 ml) or methylprednisolone enemas (20 mg/100 ml)BID x 1 wk, then qd x 3 wks. Similar reduction in diarrhea and rectal bleeding at 2 and 4 wks, improvement in the macrosc",AR00488,AR00488,0,DS64,MO180,,CT8,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
603,Sucralfate helps GERD in pregnancy,"It is recommended that if drug therapy is required in pregnancy for GERD, first-line therapy should consist of non-systemically absorbed medications, including antacids or sucralfate, which offer little, if any, risk to the fetus.",AR00489,AR00489,0,DS60,MO180,,CT8,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
604,Sucralfate protects against stress ulcer,Critically ill pts are at inc risk of developing stress ulcers.  GI bleeding is assoc with poor prognosis.  Prolonged mech vent and coag abnl are the most impt predictors of bleeding. Stress ulcer prophylaxis is needed in high risk pts. H2 blockers and su,AR00491,AR00491,0,DS59,MO180,,CT8,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
605,Sucralfate good for stress ulcer,"98 intubated pts received either ranitidine + antacids or sucralfate 1g q6h via NG for stress ulcer prophylaxis. 99% had heme+ gastric asp. Sulcrafate pts had less bacterial colonization, less pneumonia, fewer days on ventilator, shorter ICU and hospital ",AR00492,AR00492,0,DS59,MO180,,CT8,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
606,Sucralfate lowers incidence of late onset pneumonia in ICU,"244 pts on mechanical vent and NG tube in ICU received either  antacid susp, ranitidine IV, or sucralfate 1g q4h. Gastric bldg was observed in 10%, 4%, and 6% of pts on sucralfate, antacid, and ranitidine, respect. The incidence of early-onset pneumonia w",AR00493,AR00493,0,DS170,MO180,,CT6,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
608,Sucralfate helps with esoph stricture,"64 rats were divided into three groups, group A (control), group B (esophageal burn induced but not treated), and group C (esophageal burn induced and treated with sucralfate). A standard esophageal corrosive burn was induced. Oral sucralfate treatment wa",AR00495,AR00495,0,DS171,MO180,,CT8,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
609,Sucralfate slurry heals stricture,"64yo female with dysphagia had a 3 cm esophageal stricture.  Mechanically dilated on several occasions, not malignant.   Ulcerations of the strictured area healed with sucralfate slurry. 
",AR00496,AR00496,0,DS171,MO180,,CT8,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
610,Sucralfate effects XRT related bowel fnctn,"Double-blind, placebo-controlled study with 70 pts with prostate or bladder ca without mets treated with XRT. Each pt given either sucralfate or placebo x 2 wks after XRT started and contd for 6 wks. The frequency of defecation and stool consistency were ",AR00497,AR00497,0,DS172,MO180,,CT8,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
611,Sucralfate effects XRT proctitis,"12.7% of 213 pts treated with pelvic XRT for uterine or cervical ca had incidence of rectal bleeding. 6 pts with Grade 1 bleeding had immediate relief with sucralfate enema x 1 mo. For Grade 2 bleeding, sucralfate enema and/or coagulation were effective.",AR00498,AR00498,0,DS173,MO180,,CT8,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
612,Sucralfate cream for XRT dermatitis,Double-blind randomized study done comparing the efficacy of sucralfate cream to a base cream in 50 breast ca pts receiving postop XRT to the chest wall. The acute XRT rxn of the skin was statist signif prevented by sucralfate. The recovery of the skin wa,AR00499,AR00499,0,DS101,MO180,,CT15,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
613,Sucralfate helps SRUS,"4 pediatric pts with solitary rectal ulcer syndrome with rectal bleeding, constipation, mucous discharge and lower abdominal pain. All responded well to Rx with defecation training, laxatives, sulfasalazine, rectal sucralfate enema and remained asymptomat",AR00500,AR00500,0,DS174,MO180,,CT8,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
614,Sucralfate helps SRUS,"4 pediatric pts with solitary rectal ulcer syndrome with rectal bleeding, constipation, mucous discharge and lower abdominal pain. All responded well to Rx with defecation training, laxatives, sulfasalazine, rectal sucralfate enema and remained asymptomat",AR00500,AR00500,0,DS174,MO67,,CT8,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
615,Sucralfate good for rectal ulcer,"22 pts with XRT proctitis, ulcerative proctitis, bldg rectal polyps and SRUS unresponsive to conventional Rx, were given enemas of sucralfate suspension (2 gm in 20 ml water) BID x 3 wks. 86% pts with clinical response and 82% pts with sigmoidoscopic resp",AR00501,AR00501,0,DS173,MO180,,CT8,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
616,Sucralfate helps in bleeding from colorectal ca,"Case study of sucralfate used topically in a patient with colorectal ca resulting in control of bleeding, less localized pain and more freedom and independence for the pt.",AR00502,AR00502,0,DS3,MO180,,CT2,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
619,Sucralfate heals peristomal erosion,In eight out of nine pts with fecal or urine erosions around stomas topical sucralfate treatment healed within 4 wks. Recommended for pts with high output or short stomas where repeated stoma leakage may be unavoidable.,AR00505,AR00505,0,DS101,MO180,,CT15,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
620,Sucralfate works for skin ulceration,"15 pts with stomal or perineal skin ulceration were Rx'd with topical sucralfate after other agents failed. Sucralfate, prepared as either a powder or an emollient, was applied to the affected area during diaper changes or when the stomal appliance was em",AR00506,AR00506,0,DS101,MO180,,CT15,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
621,Sucralfate heals burns,Phase I:60 pts Rx's with either sucralfate cream or other topical antimicrobial. 21 pts had second-degree burns and 9 pts' third degree burns. Phase II:Double blind study done with 25 pts where one area of burn was Rx'd with sucralfate cream while another,AR00507,AR00507,0,DS175,MO180,,CT15,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
622,Sucralfate helps ulcers of EB,"5 pts with dystrophic EB were treated with sucralfate susp for  oral blisters. The number of blisters, oral pain, and plaque decreased in all cases. Oral prophylaxis with sucralfate decreased the number of oral blisters, oral pain and plaque.",AR00508,AR00508,0,DS176,MO180,,CT15,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
623,Sucralfate good for dry eyes,Sucralfate suspension and sodium sucrose sulphate solution were used on pts with keratoconjunctivitis sicca. Eyes treated with either of these two drugs showed a decrease in painfulness and blurring of vision. The surface area of the corneal lesions dimin,AR00509,AR00509,0,DS177,MO180,,CT17,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
624,Sucralfate good for diaper dermatitis,42yo paraplegic woman with spina bifida required diaper use and developed chronic erosion and ulcerations of her skin  resistant to conventional treatment.  She was Rx'd with  sucralfate oint consisting of 4 1 gram sucralfate tabs crushed and diluted to 4,AR00510,AR00510,0,DS101,MO180,,CT15,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
625,Sucralfate heals vag ulcers,3 cases of vaginal ulceration were treated with vaginal douches of sucralfate 10% suspension bid and was successful in all cases and was well tolerated without SE.,AR00511,AR00511,0,DS178,MO180,,CT22,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
626,Sucralfate effective in Bechet's,"Randomized, placebo-controlled, double-blind study with 40 pts with Behcet dz given topical sucralfate or placebo qid x 3 mo.  Sucralfate decreased significantly the mean frequency, healing time, and pain of oral ulceration and healing time and pain of ge",AR00512,AR00512,0,DS149,MO180,,CT1,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
627,ESRD pts not to use sucralfate,"Aluminum accumulation and toxicity have been reported with the use of sucralfate in patients with compromised renal function. Toxicity may be enhanced by concurrent use of other aluminum-containing meds. Sucralfate, should be avoided if possible in patien",AR00513,AR00513,0,DS57,MO180,,CT7,Kathy,0,0,TRUE,FALSE,FALSE,20070820,kathy
628,Sucralfate useful in regimen to eradicate H.pylori,120 pts with H.pylori+ duodenal ulcers were all treated with amoxycillin 1 g bid + clarithromycin 500 mg bid x 7d. They also  rec'd either sucralfate 1 g t.d.s. x 4 wks or pantoprazole 40 mg bid x 7d and 40 mg qd x 3 wks. H. pylori infection was eradicate,AR00514,AR00514,0,DS59,MO180,,CT8,Kathy,2,0,TRUE,FALSE,FALSE,20070820,kathy
642,Hydrea helps psoriasis,"Prospective study of 34 pts with psoriasis (>20% BSA), partially responsive or non-responsive to conventional Rx. Hydroxyurea was started at 1 g qd and increased to 1.5 g, if required. Good to excellent response was observed in 73.5% pts, less than 50% re",AR00523,AR00523,0,DS179,MO25,,CT15,Kathy,2,0,TRUE,FALSE,FALSE,20070823,kathy
650,Gabapentin dosing in neuropathic pain,"Review of 5 randomized, placebo-controlled trials of gabapentin. Effective in painful diabetic neuropathy, postherpetic neuralgia, and other neuropathic pain syndromes.  Starting dose: 900 mg/d (300 mg/d on day 1, 600 mg/d on day 2, and 900 mg/d on day 3)",AR00527,AR00527,0,DS162,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070828,kathy
651,Gabapentin helps with diabetic neuropathy,165 pts with diabetic neuropathy treated with gabapentin (titrated from 900 to 3600 mg/d or MTD) or placebo.   Gabapentin-treated patients' mean daily pain score was significantly lower compared with placebo. Secondary outcome measures and QOL were signif,AR00528,AR00528,0,DS162,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070828,kathy
652,Gabapentin for neuropathic ca pain,Case report of 64yo male with rectal ca with neuropathic pain of thigh following surgery 5 yrs prior. No meds helped. Gabapentin was very effective.(no dose given),AR00529,AR00529,0,DS162,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070828,kathy
653,Gabapentin+opioid lessens allodynia,63 pts randomized to gabapentin + opioid vs opioid alone. Both treatments resulted in a significant reduction of pain.  Burning and shooting pain less in opiod alone grp. Allodynia less in gabapentin grp. SE in the gabapenin grp lower than opiod alone grp,AR00530,AR00530,0,DS119,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070828,kathy
656,Gabapentin good for CMM,"50 pts with chronic masticatory myalgia received gabapentin or placebo. Gabapentin was clinically and statistically superior to placebo in reducing pain, masticatory muscle hyperalgesia and impact of CMM on daily functioning 

",AR00533,AR00533,0,DS180,MO75,,CT20,Kathy,2,0,TRUE,FALSE,FALSE,20070828,kathy
657,Gabapentin helps neuro pain after spine injury,"Prospective, randomized, double blind, placebo-controlled, crossover clinical trial of 20 paraplegic pts with complete spinal cord injury with neuropathic pain for > 6 mos receiving indiviualized MTD of gabapentin. Gabapentin reduced the intensity as well",AR00534,AR00534,0,DS162,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070828,kathy
658,Gabapentin good for postop ortho pain,70 pts recieved either 300 mg gabapentin or placebo in a double-blind manner two hours before ortho surgery. Gabapentin grp had significantly less pain and less total morphine consumed in the first 24 hrs postop.,AR00535,AR00535,0,DS181,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070828,kathy
659,Gabapentin for postthoracotomy pain,"40 pts with post thoractomy pain given gabapentin or naprosyn.  Gabapentin pts had less pain and less neuropathic Sx.
",AR00536,AR00536,0,DS181,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070828,kathy
660,Gabapentin and postop delirium,Postoperative delirium occurred in 5/12 patients (42%) who received placebo vs 0/9 patients who received gabapentin.,AR00537,AR00537,0,DS182,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070828,kathy
661,Gabapentin helps after lap chole,"Double-blind, randomized, placebo-controlled study with 250 pts scheduled for lap cholecystectomy received 600 mg gabapentin or placebo 2 hrs preop.
Post-op N&V within 24 hrs postop significantly lower in gabapentin grp 37.8% vs 60%. Significantly decreas",AR00538,AR00538,0,DS181,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070829,kathy
663,Gabapentin helps overactive bladder,16 pts with neurogenic overactive bladder treated with gabapentin had less overactivity and irritative sx.  No SEs.,AR00540,AR00540,0,DS183,MO75,,CT24,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
664,Gabapentin good for RLS,Dopaminergic agents are the best-studied agents and are considered first-line treatment of restless legs syndrome. Opioids and anticonvulsants such as gabapentin are second-line options.,AR00541,AR00541,0,DS116,MO75,,CT11,Kathy,2,0,FALSE,FALSE,FALSE,20070830,kathy
665,Gabapentin good for panic disorder,"Randomized, double-blind, placebo-controlled, parallel-group  with 103 pts received either gabapentin (dosed flexibly between 600 and 3,600 mg/day) or placebo x 8 wks. The gabapentin-treated pts showed significant improvement. SEs: somnolence, headache, a",AR00542,AR00542,0,DS184,MO75,,CT18,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
666,Gabapentin helps panic disorder,"6 pts treated with gabapentin in combined therapy (with ?) (mean dose of 300 mg/d), lasting on average 196 d had complete amelioration of panic attacks in 4/6 pts. In 1 single yr of obs relapses were not observed even though there was a discontinuation of",AR00543,AR00543,0,DS184,MO75,,CT18,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
667,Lumbar stenosis helped by gabapentin,"Randomized controlled study with 55 pts with lumbar spinal stenosis were treated with exercises, bracing and NSAIDs. The treatment grp received gabapentin which resulted in an increase in walking distance, improvements in pain and recovery of sensory defi",AR00544,AR00544,0,DS185,MO75,,CT21,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
668,Uremic pruritis relieved by gabapentin,"Double blind, placebo-controlled trial, 34 adults on HD received 4 wks of gabapentin 400 mg or placebo twice weekly after HD. Gabapentin grp had much less pruritis. No SAEs.",AR00545,AR00545,0,DS57,MO75,,CT7,Kathy,1,0,TRUE,FALSE,FALSE,20070830,kathy
669,Gabapentin effective for uremic pruritis,"Double-blind, placebo-controlled, crossover study.25 HD pts. 
Gabapentin tid after HD x 4 wks followed by placebo x 4 wks or the reverse. Pruritis decreased significantly in the gab treated grp. No SAEs.",AR00546,AR00546,0,DS57,MO75,,CT7,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
670,Gabapentin helps nystagmus,"Studies have shown that gabapentin can improve visual acuity, reduce nystagmus intensity, and improve foveation in congenital nystagmus and has been shown to reduce acquired nystagmus.",AR00547,AR00547,0,DS186,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
671,Gabapentin helps MS nystagmus,10 of 13 pts with nystagmus secondary to MS had improvement with gabapentin.,AR00548,AR00548,0,DS77,MO75,,CT11,Kathy,1,0,TRUE,FALSE,FALSE,20070830,kathy
674,Gabapentin and chronic HA,"In a multicenter randomized placebo-controlled crossover study 133 pts were received gabapentin 2,400 mg/day or placebo. Gab pts had less headaches/month with less severity, less headache-associated symptoms of nausea, photophobia and phonophobia, less at",AR00551,AR00551,0,DS187,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
675,Gabapentin helps cluster HA,38yo man with cluster HA x 24 yrs who received only partial relief from a range of conventional Rx's was Rx'd with gabapentin 300 mg bid and it was effective in treatment and prophylaxis of his HA.,AR00552,AR00552,0,DS187,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
676,Dose comparison of gabapentin for migraine,"Prospective, open, multicenter, random clinical study comparing  gabapentin 1,200 mg/day with 2,000 mg/day doses as migraine prevention. There were less attacks, lower intensity and shorter. No differences between doses. SEs: drowsiness, asthenia, dizzine",AR00553,AR00553,0,DS187,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
677,Gabapentin for migraine,143 pts with migraine received gabapentin or placebo. Gabapentin treated pts maintained on 2400 mg/day had less episodes of migraine and shorter.,AR00554,AR00554,0,DS187,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
678,Gabapentin for SUNCT,Case studis of 2 women with SUNCT syndrome refractory to other Rx who responded to gabapentin: 600 mg per day and 1200 mg per day.,AR00555,AR00555,0,DS187,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
679,Gabapentin for postdural HA,2 Case reports of retractable PDPH with good response in 24 hrs to gabapentin 400 mg tid.,AR00556,AR00556,0,DS187,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
680,High alt HA helped by gabapentin,24 high altitude headache pts received either 300 mg of gabapentin or placebo. Gab grp HA-free period was 17.10 hours compared to placebo grp of 10.08 hours.,AR00557,AR00557,0,DS187,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
681,ISH helped by gabapentin,Case report: 4 pts with young-onset indomethacin-resistant idiopathic stabbing HA good responses to gabapentin.,AR00558,AR00558,0,DS187,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
682,Gabapentin helps MS spasticity,"Prospective, double-masked, placebo-controlled, crossover study with pts who received 900 mg gabapentin tid or placebo. There was  a reduction in the impairment of spasticity in the gabapentin pts.",AR00559,AR00559,0,DS77,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
683,Gabapentin good for MS spasms,"24 MS pts with nocturnal spasms from MS receiving gabapentin (up to 600 mg/day)had less discomfort within 1-5d of Rx.
",AR00560,AR00560,0,DS77,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
684,Dysautonomia responds to gabapentin,"6 pts with dysautonomia after traumatic brain injury.  Gabapentin controlled paroxysmal autonomic changes and posturing in the early post-acute phase following limited success with conventional medication regimens. In two subjects, other medications were ",AR00561,AR00561,0,DS122,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
685,Gabapentin for orthostatic tremor,"Double-blind placebo-controlled crossover study with 6 OT patients. All pts reported symptom reduction (50%-75%) during gabapentin Rx. Tremor and QOL improved in all patients, no SEs , and benefit maintained at F/U of 19 mos.",AR00562,AR00562,0,DS189,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
686,Gabapentin for hot flashes,"Randomized, double-blind, placebo-controlled trial with 59 postmenopausal women with hot flashes received gabapentin 900 mg per day x 12 wks and later could titrate up to 2700mg/d. 45% reduction in hot flash frequency and a 54% reduction in hot flash comp",AR00563,AR00563,0,DS190,MO75,,CT10,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
687,Gabapentin helps hot flashes in BC,"Randomized, double-blind, placebo-controlled, multi-center trial with 420 BC pts receiving placebo or gabapentin 300 mg/day, or 900 mg/day x 8 wks. Only higher dose showed significant decreases in hot-flash frequency and severity.",AR00564,AR00564,0,DS190,MO75,,CT10,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
688,Gabapentin stops hiccup,Case Report of 69yo woman with refractory hiccup for 50 yrs  improved dramatically with gabapentin given for essential tremor.,AR00565,AR00565,0,DS191,MO75,,CT11,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
689,Gabapentin useful in etoh withdrawal,49 pts treated with gabapentin with positive results in 25/31 outpts and 17/18 inpts.,AR00566,AR00566,0,DS192,MO75,,CT18,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
690,Gabapentin helps in opiate withdrawal,Gabapentin 600 mg tid was added to standard detox regime in 7 heroin dependent pts undergoing withdrawal Rx. All successfully completed opiate detox and commenced with naltrexone on day 5 of withdrawal Rx as scheduled. No SEs.,AR00566,AR00566,0,DS193,MO75,,CT18,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
691,Gabapentin effective in bipolar disorder,21 pts with refractory bipolar disorder treated adj with gabapentin 300 mg/day and increased up to 2000 mg/day x eight wks. 10 were responders. Mean dose  was 1130 mg. No interactions with other drugs. Pts req less of other drugs.,AR00568,AR00568,0,DS194,MO75,,CT18,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
692,Gabapentin helps mania,"28 refractory bipolar pts treated with adj gabapentin. 14/18  (78%) treated for hypomania or mania had a positive response to a dosage range of 600-3,600 mg/day. 5 pts with depression had a positive response. Only 1/5 pts with rapid cycling had a positive",AR00569,AR00569,0,DS194,MO75,,CT18,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
693,Gabapentin effective in fibromyalgia,"Randomized, double-blind study with 150 pts with fibromyalgia  treated with gabapentin 1,200-2,400 mg/day or placebo. Good response from gabapentin.",AR00570,AR00570,0,DS120,MO75,,CT3,Kathy,2,0,TRUE,FALSE,FALSE,20070830,kathy
700,Dipyridamole inhibits tumor growth,"Neuroblastoma and glioblastoma cells grown in the presence of dipyridamole at 1 microM showed greater than 80% inhibition of uptake of adenosine, thymidine, and uridine with both lines. and at 5 microM neuroblastoma cell growth was inhibited by 70% and gl",AR00576,AR00576,0,DS99,MO185,,CT2,Kathy,2,0,FALSE,FALSE,TRUE,20070909,kathy
701,Dipyridamole inhibits tumor growth,"Neuroblastoma and glioblastoma cells grown in the presence of dipyridamole at 1 microM showed greater than 80% inhibition of uptake of adenosine, thymidine, and uridine with both lines. and at 5 microM neuroblastoma cell growth was inhibited by 70% and gl",AR00576,AR00576,0,DS195,MO185,,CT2,Kathy,2,0,FALSE,FALSE,TRUE,20070909,kathy
702,Dipyridamole effective for met melanoma,Melanoma cell growth was suppressed by Adriamycin + dipyridamole in vitro and in vivo. Lung mets were induced in mice and treated with dipyridamole or Adriamycin or D+A. D given at 25-100 mg/kg decreased mets to about 85% that in the control group.  A+D w,AR00577,AR00577,0,DS96,MO185,,CT2,Kathy,2,0,FALSE,TRUE,TRUE,20070909,kathy
